Instrument,Date,SourceDate,LookbackDays,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
RECI.MI,2025-11-30,2025-11-28,2,25.9227004425703,26.455301455301456,19.7259731261247,19.72597312612464,,19.426871042843118
RECI.MI,2025-12-31,2025-12-30,1,24.7207834868833,25.22869022869023,18.8113700499429,18.81137004994283,,18.526135961092432
TTEF.PA,2024-01-31,2024-01-31,0,8.28240727687591,8.277615181328047,5.20137200936188,5.155616433537406,5.341426691496498,5.261458572976114
TTEF.PA,2024-02-29,2024-02-29,0,8.11968942723766,7.351358039088861,5.04548119260115,3.7425675612186575,3.8169551051985797,3.8108574665562043
TTEF.PA,2024-03-31,2024-03-28,3,8.72342909908282,7.909657479928293,5.42063804888479,4.026797136981634,4.106834048600676,4.10027332433162
TTEF.PA,2024-04-30,2024-04-30,0,8.24844026050347,8.29897197165292,4.62946087612514,4.69990983390575,4.744795961021043,4.755502114829348
TTEF.PA,2024-05-31,2024-05-31,0,8.19148604246841,8.10780160111477,4.59749515705626,4.5916453997671125,4.635497555737281,4.645957088711396
TTEF.PA,2024-06-30,2024-06-28,2,7.5293564082858,7.541550123824558,4.24505297295396,4.290348038944619,4.311752912238542,4.321481948058219
TTEF.PA,2024-07-31,2024-07-31,0,7.65612286554709,7.577218471740279,4.40404299078542,4.39234314478778,4.342410936979667,4.35654079189979
TTEF.PA,2024-08-31,2024-08-30,1,7.77691847543045,7.542048923776055,4.47352842987345,4.371956148757236,4.322255700556426,4.336319971962995
TTEF.PA,2024-09-30,2024-09-30,0,7.3730660097242,7.094546744507143,4.24121977284958,4.1125491992651275,4.065797692274497,4.079027470008606
TTEF.PA,2024-10-31,2024-10-31,0,7.0713718686864,8.773207004858614,4.06767580150377,4.314245742371883,4.237866765957769,4.283026495311829
TTEF.PA,2024-11-30,2024-11-29,1,8.22909280731675,8.401797718764426,4.04030662697952,4.131604328539763,4.058458817503459,4.101706732531206
TTEF.PA,2024-12-31,2024-12-31,0,7.82190436592756,8.157248394587182,3.84038590707812,4.011346607498007,3.9403301271631723,3.9823192344040477
TTEF.PA,2025-01-31,2025-01-31,0,8.27170894061397,8.618835243971729,4.06123022692044,4.2383330559642935,4.163298030180463,4.20766313711906
TTEF.PA,2025-02-28,2025-02-28,0,8.48615666330551,9.264745737567562,3.94474606849863,4.582011197945337,4.6123101104024835,4.601930415882059
TTEF.PA,2025-03-31,2025-03-31,0,9.1356171607359,9.566194716221542,4.24664442431873,4.731097059006903,4.762381813544689,4.751664392722804
TTEF.PA,2025-04-30,2025-04-30,0,8.68586276854463,9.344188811353066,4.26352623769598,3.995807494375733,,4.010443180322269
TTEF.PA,2025-05-31,2025-05-30,1,9.84920313874935,9.435512001456203,4.25843609573979,4.034859561365332,,4.049638285681165
