Instrument,Date,Price,MktCap,REF_PE,EPSAct_LTM,REF_PCF,OpCF,OpCFPS,CALC_PE,CALC_EP,CALC_PCF_MktCap_div_OpCF,CALC_PCF_Price_div_OpCFPS,CALC_CFP_OpCF_div_MktCap
ALEP.WA,2025-02-18,7.41619014031287,7838207350.06741,114.687453379084,0.164851828332176,8.42762362541474,704548128.187285,,44.946606910987086,0.02222864101556346,11.12515531087159,,0.08988638558805485
ALEP.WA,2025-02-19,7.25121638157073,7663845783.83521,112.85991347158,0.164851828332176,8.29332978553008,704548128.187285,,43.946765948913516,0.022734368919282814,10.877675317303497,,0.09193140729336398
ALEP.WA,2025-02-20,7.0062597969902,7404949980.81774,108.664031030882,0.164851828332176,7.98500209191735,704548128.187285,,42.46218058781939,0.02352922002735243,10.510211701037031,,0.09514556209189688
ALEP.WA,2025-02-21,7.13859061839057,7544811068.15727,110.584812770401,0.164851828332176,8.12614765832673,704548128.187285,,43.26418556600345,0.02309304975515498,10.708723458777946,,0.09338181192645323
ALEP.WA,2025-02-24,6.95539454191526,7351190245.87995,107.395942115471,0.164851828332176,7.89181861118105,704548128.187285,,42.153906314637936,0.023701290751909215,10.433907850686726,,0.09584136780872407
ALEP.WA,2025-02-25,7.03527415010925,7435615391.43592,108.570789198866,0.164851828332176,7.97815036539262,704548128.187285,,42.63802515217727,0.023432182572390024,10.553736634808521,,0.0947531698585108
ALEP.WA,2025-02-26,7.09578667916973,7499571377.06724,109.465910786215,0.164851828332176,8.04392694003,704548128.187285,,43.00476775254381,0.02323235404132317,10.644512527998204,,0.09394511936264863
ALEP.WA,2025-02-27,6.76131366963996,7146065230.09771,104.934357750261,0.164851828332176,7.71093303092825,704548128.187285,,40.977658603878545,0.024381627060493165,10.142763771842883,,0.0985924568978013
ALEP.WA,2025-02-28,6.68411907239483,7064477885.64394,104.393555124571,0.164851828332176,7.67119301708483,704548128.187285,,40.509812559968665,0.024663209399277172,10.026962819161788,,0.0997310968470905
ALEP.WA,2025-03-03,6.75885060806378,7143462008.36461,104.766522452633,0.164851828332176,7.69859992318374,704548128.187285,,40.9627309579623,0.024390512217490983,10.139068890501282,,0.09862838597899688
