Instrument,Date,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
RBREW.CO,2025-02-14,18.2464006137025,18.314100377520916,13.449104477612,13.45420462505098,13.44257286861732,13.37080055828085
RBREW.CO,2025-02-17,18.2802843660028,18.352794245399583,13.4740796019901,13.482630548543938,13.47097421663909,13.399050266405698
RBREW.CO,2025-02-18,18.4327612513541,18.505628561874634,13.5864676616916,13.594908199381193,13.583154798468977,13.510631895965693
RBREW.CO,2025-02-19,18.3480518706034,18.421113475417975,13.5240298507463,13.532820341192537,13.52112061798662,13.448928927111984
RBREW.CO,2025-02-20,18.2294587375524,18.30323750216597,13.4366169154229,13.446224361492867,13.434599504350912,13.362869765237983
RBREW.CO,2025-02-21,18.5852381367054,18.662702427751054,13.6988557213931,13.710300377494528,13.698447214928091,13.625308745511061
RBREW.CO,2025-02-24,18.6868893936062,18.75946553124932,13.7737810945274,13.781386074732431,13.7694714554289,13.695953774838499
RBREW.CO,2025-02-25,18.7715987743569,18.91085593459526,13.8362189054727,12.71129948238106,12.652870932707373,12.589676877158226
RBREW.CO,2025-02-26,18.8056340450919,18.81204726111165,12.6359981726816,12.644883311455184,12.586760049257988,12.523896180815255
RBREW.CO,2025-02-27,18.4472689680076,18.453127600770564,12.3952032891732,12.403628483620345,12.346614169388053,12.28494969609865
RBREW.CO,2025-02-28,18.7203090267385,18.72967252622999,12.5786660575606,12.589513531870175,12.531644781489124,12.469056183165838
RBREW.CO,2025-03-03,18.7373740304091,18.746168689673613,12.5901324805848,12.600601748848135,12.542682030551719,12.48003830730587
RBREW.CO,2025-03-04,19.0274790928108,19.03261326546898,12.7850616719964,12.793141039540838,12.734336298314533,12.670735368557398
RBREW.CO,2025-03-05,18.6691140157264,18.671037348316602,12.5442667884879,12.550100757047185,12.492413170777246,12.430020512537423
RBREW.CO,2025-03-06,18.6179190047144,18.62131659424107,12.5098675194153,12.516679985521561,12.459146020619134,12.396919513298439
RBREW.CO,2025-03-07,18.8738940597746,18.87974504112433,12.6818638647785,12.690387690474825,12.632055263599094,12.56896517074402
RBREW.CO,2025-03-10,19.1639991221762,19.172168063739274,12.8767930561901,12.886945510430564,12.82770958911962,12.763642311688718
RBREW.CO,2025-03-11,18.6520490120557,18.655617072337762,12.5328003654637,12.539735718746096,12.482095776240381,12.419754647649993
RBREW.CO,2025-03-12,18.6179190047144,18.621374654046694,12.5098675194153,12.516719011548703,12.459184867259895,12.396958165921825
RBREW.CO,2025-03-13,18.4984639790196,18.498608386309495,12.4296025582458,12.434199277860387,12.377044442419193,12.315227986834662
RBREW.CO,2025-03-14,18.6520490120557,18.648166178528516,12.5328003654637,12.534727455611545,12.477110534005567,12.414794303928439
RBREW.CO,2025-03-17,18.7715040377505,18.770519895493337,12.6130653266332,12.616969885277422,12.558974929474877,12.496249832257453
RBREW.CO,2025-03-18,18.7544390340798,18.758614448390162,12.601598903609,12.608967407540604,12.551009235795352,12.48832392278908
RBREW.CO,2025-03-19,18.7715040377505,18.77527175182271,12.6130653266332,12.620163937895043,12.562154300362916,12.499413323955578
RBREW.CO,2025-03-20,18.5496589900317,18.55330371860279,12.4640018273184,12.470963808851065,12.413639982172766,12.351640752213603
RBREW.CO,2025-03-21,18.6008540010437,18.601989456021773,12.4984010963911,12.503688873808182,12.44621462363567,12.384052701453292
RBREW.CO,2025-03-24,18.3448789459835,18.345601193651035,12.3264047510279,12.331352518540394,12.274670426817828,12.213365272523188
RBREW.CO,2025-03-25,18.0889038909232,18.08449647909776,12.1544084056647,12.155845908240611,12.099970547309983,12.039537921783618
RBREW.CO,2025-03-26,18.2254239202887,18.227730422350106,12.2461397898584,12.25212338796021,12.19580547955328,12.13489421182279
RBREW.CO,2025-03-27,18.6520490120557,18.64827012814741,12.5328003654637,12.53479732736888,12.47718008459153,12.414863507147896
RBREW.CO,2025-03-28,18.908024067116,18.906491273555503,12.7047967108269,12.708365690605218,12.649950626350428,12.586771156107897
RBREW.CO,2025-03-31,18.7885690414212,18.785250060959566,12.6245317496574,12.626871052380247,12.568830585036222,12.50605626429883
RBREW.CO,2025-04-01,18.9421540744573,18.93433859307381,12.7277295568753,12.727083807828626,12.66858270418475,12.605310177072525
RBREW.CO,2025-04-02,19.1298691148348,19.126012189806385,12.8538602101416,12.855920942401449,12.796827628108494,12.73291458890305
RBREW.CO,2025-04-03,19.6247542212846,19.623023102132517,13.1863864778438,13.189996490036059,13.12936756958758,13.063793678260438
RBREW.CO,2025-04-04,19.1810641258469,19.19278511932962,12.8882594792143,12.900803665183586,12.841504043706935,12.777367870644829
RBREW.CO,2025-04-07,18.1230338982646,18.110150862241426,12.1773412517131,12.173090000644615,12.117135375803084,12.056617021501719
RBREW.CO,2025-04-08,18.7032440230678,18.688384967421207,12.5671996345363,12.561761296501727,12.504020111588359,12.441569483132428
RBREW.CO,2025-04-09,18.0889038909232,18.07171029661951,12.1544084056647,12.147251427098173,12.091415571417889,12.031025673239697
RBREW.CO,2025-04-10,18.3790089533248,18.36602588649852,12.3493375970763,12.34508137293589,12.288336175387498,12.226962768276652
RBREW.CO,2025-04-11,18.6861790193971,18.66589745623527,12.5557332115121,12.546645878654648,12.488974173021775,12.426598690663724
RBREW.CO,2025-04-14,18.9762840817987,18.96158716256952,12.7506624029237,12.745399463583409,12.6868141704982,12.623450587348094
RBREW.CO,2025-04-15,19.1981291295176,19.18793755948964,12.8997259022385,12.897545283590624,12.838260639537078,12.774140665475528
RBREW.CO,2025-04-16,19.7954042579915,19.7773034545818,13.3010507080859,13.29369902846228,13.232593430635054,13.166503983523633
RBREW.CO,2025-04-22,19.7442092469794,19.72791344934758,13.2666514390133,13.260500576200775,13.199547577832002,13.133623176382454
RBREW.CO,2025-04-23,19.7954042579915,19.782999754679974,13.3010507080859,13.29752790732105,13.236404709732383,13.17029622740087
RBREW.CO,2025-04-24,19.7612742506501,19.745158515482963,13.2781178620375,13.272092182683236,13.211085902527175,13.145103873560869
RBREW.CO,2025-04-25,19.3858441698951,19.37301477576407,13.0258565555048,13.021948532791304,12.96209205881309,12.897353615660212
RBREW.CO,2025-04-28,19.3005191515417,19.291090690975388,12.9685244403838,12.966881666427849,12.907278311899866,12.8428136329374
RBREW.CO,2025-04-29,18.5496589900317,18.53966879590304,12.4640018273184,12.187725985255884,12.40451713137775,12.049482698683983
RBREW.CO,2025-04-30,17.5672732605295,17.55710813263833,11.7424932975872,11.73831610766187,11.66161667557697,11.605170400291525
RBREW.CO,2025-05-01,17.8021747176904,17.795569686822176,11.899508489723,11.897746526463633,11.820005358710088,11.762792427183149
RBREW.CO,2025-05-02,17.8525107442249,17.85179588197117,11.9331546023235,11.935338187186087,11.85735139143941,11.799957692142195
RBREW.CO,2025-05-05,17.8021747176904,17.797372737454133,11.899508489723,11.89895200848928,11.821202963985268,11.763984235632817
RBREW.CO,2025-05-06,17.8860680952478,17.88659103558302,11.9555853440572,11.958601500769698,11.880462700005934,11.822957133947716
RBREW.CO,2025-05-07,17.7350600156444,17.733578714283798,11.8546470062556,11.856300655880633,11.778830299946002,11.721816670005332
RBREW.CO,2025-05-08,17.7686173666674,17.77053683493998,11.8770777479893,11.881010084092283,11.803378274070562,11.746245823408573
RBREW.CO,2025-05-09,17.8692894197364,17.871261533465862,11.9443699731904,11.948352515557257,11.870280682775805,11.812824401217629
RBREW.CO,2025-05-12,17.651166638087,17.654145749135154,11.7985701519214,11.803193433025966,11.726070085452251,11.669311833275598
RBREW.CO,2025-05-13,17.4162651809261,17.419996546564274,11.6415549597855,11.646646162520485,11.570545711811384,11.514540251623384
RBREW.CO,2025-05-14,17.2149210747883,17.213621763224385,11.5069705093834,11.508668289103502,11.433469400801993,11.378127437571713
RBREW.CO,2025-05-15,17.68472398911,17.682969416686074,11.8210008936551,11.822464335644941,11.74521506990093,11.688364149349676
RBREW.CO,2025-05-16,17.8860680952478,17.88455574158545,11.9555853440572,11.957240745676362,11.879110836234153,11.82161181366615
RBREW.CO,2025-05-19,17.9364041217823,17.937866759779595,11.9892314566578,11.992883379922093,11.914520577637356,11.856850159621652
RBREW.CO,2025-05-20,18.0706335258742,18.074854652195445,12.0789544235925,12.084470626064896,12.005509382768599,11.947398547331778
RBREW.CO,2025-05-21,18.2048629299661,18.20705760966058,12.1686773905273,12.172858764553874,12.093319983562818,12.034784114317794
