Instrument,Date,SourceDate,LookbackDays,REF_PE,PE_trial,REF_PCF,PCF_MktCap_div_OpCF,PCF_Price_div_CFPS_Act,PCF_Price_div_OpCFPS
AIRP.PA,2011-04-30,2011-04-29,1,20.1120783235583,19.98997257860901,11.746835784801,11.746835784801025,,11.665485809307352
AIRP.PA,2011-05-31,2011-05-31,0,19.4375142227982,19.319503935011202,11.3102568299103,11.310256829910328,,11.274222518839144
AIRP.PA,2011-06-30,2011-06-30,0,19.9026614086955,19.781827089368722,11.5819444590107,11.581944459010703,,11.54401899681146
AIRP.PA,2011-07-31,2011-07-29,2,19.3207240202785,19.203422796795074,11.2475693436712,11.247569343671184,,11.206481411878471
AIRP.PA,2011-08-31,2011-08-31,0,17.3447261014713,17.28446991165229,11.2434401374546,11.243440137454577,,11.225060049331773
AIRP.PA,2011-09-30,2011-09-30,0,16.8580314008777,16.79946600562529,10.9280962946456,10.928096294645593,,10.910083773105718
AIRP.PA,2011-10-31,2011-10-31,0,17.96363314199,17.901226847539284,11.6449999315923,11.644999931592269,,11.625600747227642
AIRP.PA,2011-11-30,2011-11-30,0,18.003871680228,17.94132559542458,11.6723459781446,11.672345978144564,,11.651642092737001
AIRP.PA,2011-12-31,2011-12-30,1,18.3161993817901,18.252568259571003,11.8757732853246,11.875773285324636,,11.853772537744304
AIRP.PA,2012-01-31,2012-01-31,0,18.4369149965043,18.372864503923083,11.9559043750361,11.95590437503612,,11.931896574724512
AIRP.PA,2012-02-29,2012-02-29,0,18.687926830275,17.953002370173998,12.1222919218379,11.414183765631956,12.208931485682205,11.398716876091136
AIRP.PA,2012-03-31,2012-03-30,1,18.4702863237143,18.400308796456315,11.6990898246352,11.69908982463513,12.513122027129413,11.682720587833469
AIRP.PA,2012-04-30,2012-04-30,0,17.954759124403,17.886734751254213,11.3751223311031,11.375122331103142,12.163866220138932,11.356642251995156
AIRP.PA,2012-05-31,2012-05-31,0,17.8197109991761,17.752198276816724,11.2451760129689,11.245176012968917,12.072374748970779,11.271222379040193
AIRP.PA,2012-06-30,2012-06-29,1,18.3453181145057,18.275814048557862,11.5768617808146,11.576861780814534,12.428459427744661,11.60367640599721
AIRP.PA,2012-07-31,2012-07-31,0,18.53478114445,17.954416336119973,11.698089208624,10.746506400924032,10.708099732022442,10.740969962255823
AIRP.PA,2012-08-31,2012-08-31,0,18.5965475540983,18.461592089068137,11.051786737465,11.05178673746497,11.010581775579986,11.044380522979067
AIRP.PA,2012-09-30,2012-09-28,2,19.1730305889127,19.03389157644341,11.3986039254147,11.39860392541464,11.35190392566688,11.386750416170514
AIRP.PA,2012-10-31,2012-10-31,0,18.0896400579684,17.958363229372647,10.7573747705067,10.757374770506702,10.710453678026035,10.743331134074364
AIRP.PA,2012-11-30,2012-11-30,0,18.6681109653167,18.53263616337425,11.1019521082519,11.101952108251874,11.052952801114724,11.08688161317508
AIRP.PA,2012-12-31,2012-12-31,0,18.8947284341747,18.757609065397993,11.2380926235893,11.238092623589335,11.187127715340498,11.221468398828327
AIRP.PA,2013-01-31,2013-01-31,0,18.7138320335951,18.578025432843223,11.1331319807089,11.13313198070893,11.08002317840455,11.114035087331418
AIRP.PA,2013-02-28,2013-02-28,0,18.5269720154138,18.09708606745541,11.0240741860183,10.747709173195496,,10.758788233603939
AIRP.PA,2013-03-31,2013-03-28,3,18.6144311510926,18.403882161719615,10.9338410262654,10.93384102626546,,10.94117970794307
AIRP.PA,2013-04-30,2013-04-30,0,18.8776020494094,18.6640763177243,11.0943698441204,11.094369844120362,,11.095866148270607
AIRP.PA,2013-05-31,2013-05-31,0,19.5119617520685,19.291260738445732,11.4331284164852,11.43312841648514,,11.468729731988216
AIRP.PA,2013-06-30,2013-06-28,2,18.6321068084423,18.421357888687332,10.918023458346,10.918023458345948,,10.951569095768996
AIRP.PA,2013-07-31,2013-07-31,0,19.5964121149612,19.374755877867496,11.4846133833782,11.2531927316692,,11.26339162191404
AIRP.PA,2013-08-31,2013-08-30,1,19.8978664919152,19.32232869728541,11.2230686360104,11.223068636010419,,11.232913412523882
AIRP.PA,2013-09-30,2013-09-30,0,20.5857235990621,19.990289813943782,11.6147252194849,11.614725219484807,,11.621228377241895
AIRP.PA,2013-10-31,2013-10-31,0,20.0558336764053,19.475726744256978,11.3179436568266,11.317943656826532,,11.322090395602737
AIRP.PA,2013-11-30,2013-11-29,1,20.5157381375791,19.92232865362079,11.5778057282397,11.577805728239635,,11.581719587111955
AIRP.PA,2013-12-31,2013-12-31,0,20.5557298298551,19.961163602330917,11.6290169688156,11.62901696881557,,11.604296038588114
AIRP.PA,2014-01-31,2014-01-31,0,18.6361286006079,18.09708606745541,10.5476854797771,10.547685479777115,,10.520626369598927
AIRP.PA,2014-02-28,2014-02-28,0,19.9478561072602,18.85822226848205,11.2921028013892,11.136985964819639,,11.114559612473107
AIRP.PA,2014-03-31,2014-03-31,0,18.6297998946316,18.586010559743944,10.9790761150034,10.979076115003354,,10.954124910786541
AIRP.PA,2014-04-30,2014-04-30,0,19.5355204346676,19.48960220390583,11.5202915511114,11.520291551111393,,11.48667898992447
AIRP.PA,2014-05-31,2014-05-30,1,20.2460752516414,20.19848686220822,11.9077598028687,11.907759802868663,,11.904477692309992
AIRP.PA,2014-06-30,2014-06-30,0,20.551138064615,20.502832625370388,12.1174915207478,12.117491520747851,,12.083851393569365
AIRP.PA,2014-07-31,2014-07-31,0,19.804960840768,19.83715473197306,11.6797201434759,11.879786480174161,,11.894880506031823
AIRP.PA,2014-08-31,2014-08-29,2,20.3246018249761,20.300620144541863,12.1600022048703,12.16000220487026,,12.172786575509576
AIRP.PA,2014-09-30,2014-09-30,0,20.1845618905588,20.160745447841286,12.0766210162766,12.076621016276501,,12.088914022940878
AIRP.PA,2014-10-31,2014-10-31,0,20.1176771457625,20.093939622546777,12.0389212874251,12.03892128742515,,12.048855490367945
AIRP.PA,2014-11-30,2014-11-28,2,21.1523005418303,21.12734223189461,12.6584662035928,12.658466203592779,,12.66851091569977
AIRP.PA,2014-12-31,2014-12-31,0,21.4971750071862,21.471809768030074,12.8674028516966,12.86740285169657,,12.87506272395554
AIRP.PA,2015-01-31,2015-01-30,1,23.4096606787055,23.38203883362309,14.0176965690437,14.01769656904373,,14.020486388860215
AIRP.PA,2015-02-28,2015-02-27,1,24.6846511263849,24.451342942770985,14.7857279191435,14.39852745306757,,14.378841630045661
AIRP.PA,2015-03-31,2015-03-31,0,25.116916549259,24.803309776144253,14.6078879385072,14.607887938507172,,14.585819028708304
AIRP.PA,2015-04-30,2015-04-30,0,24.4879453501958,24.182191835007146,14.254017273961,14.254017273960985,,14.220564795838818
AIRP.PA,2015-05-31,2015-05-29,2,24.592773883373,24.285711491863328,14.2576865735793,14.257686573579269,,14.281440501317066
AIRP.PA,2015-06-30,2015-06-30,0,23.7855941779085,23.488610134350793,13.7920592457591,13.79205924575912,,13.812697569299269
AIRP.PA,2015-07-31,2015-07-31,0,23.5121851899033,23.15427281865796,15.4017678866692,15.401767886669147,,15.427292044807217
AIRP.PA,2015-08-31,2015-08-31,0,21.1917080349318,20.86911894303262,13.8818016513973,13.881801651397245,,13.904733488004375
AIRP.PA,2015-09-30,2015-09-30,0,20.9537103780117,20.6347441864152,13.7270228287198,13.727022828719788,,13.748573635929299
AIRP.PA,2015-10-31,2015-10-30,1,23.3832697924049,23.027319825551352,15.3187131616314,15.31871316163142,,15.342705458307304
AIRP.PA,2015-11-30,2015-11-30,0,22.9072744785646,22.558570312610094,15.0079422433912,15.00794224339124,,15.030385754352762
AIRP.PA,2015-12-31,2015-12-31,0,20.5570476164781,20.244119592150692,13.4703481285876,13.470348128587613,,13.488307215869376
AIRP.PA,2016-01-31,2016-01-29,2,18.885114076614,18.597636927801396,12.3758311764426,12.375831176442599,,12.391284255633687
AIRP.PA,2016-02-29,2016-02-29,0,19.0755122021501,18.858829991010506,12.5028638182931,11.688879886612025,,11.696242723207346
AIRP.PA,2016-03-31,2016-03-31,0,19.5550417791324,19.390202721900465,12.0182296941887,12.018229694188674,,12.02579998842184
AIRP.PA,2016-04-30,2016-04-29,1,19.5767937722126,19.41177135682391,12.0370893440192,12.037089344019172,,12.039176851641514
AIRP.PA,2016-05-31,2016-05-31,0,19.0883626548655,18.927457465552557,11.7376446556454,11.73764465564539,,11.738805469682454
AIRP.PA,2016-06-30,2016-06-30,0,18.5999315375184,18.44314357398647,11.4731529736972,11.473152973697218,,11.438434087540601
AIRP.PA,2016-07-31,2016-07-29,2,18.8629329083976,18.703927977069426,11.6382388457033,11.638238845703256,,11.600172524036338
AIRP.PA,2016-08-31,2016-08-31,0,19.8891158562932,19.744976167665754,11.1049966036567,11.104996603656742,,11.066121750931574
AIRP.PA,2016-09-30,2016-09-30,0,19.8216668213394,19.678015946779677,12.1275825806836,12.127582580683638,,11.028593726055652
AIRP.PA,2016-10-31,2016-10-31,0,19.2464335359009,19.10695147146712,11.7760292259992,11.776029225999151,,10.708539198879807
AIRP.PA,2016-11-30,2016-11-30,0,19.9524960523237,19.807897036842522,12.2080885074344,12.208088507434397,,11.1013859109423
AIRP.PA,2016-12-31,2016-12-30,1,21.9398543706078,21.78085264290587,13.4243508411326,13.424350841132641,,12.207133862243124
AIRP.PA,2017-01-31,2017-01-31,0,20.7665446006699,20.616046041677986,12.7079429103624,12.707942910362407,,11.554315061348092
AIRP.PA,2017-02-28,2017-02-28,0,21.1611089480826,19.985555924674152,12.9501520234633,10.720616855674287,,10.044795611428077
AIRP.PA,2017-03-31,2017-03-31,0,21.1815718877026,21.00542727719119,11.268235390234,11.26823539023398,,10.557385770270574
AIRP.PA,2017-04-30,2017-04-28,2,21.8737801193269,21.691879148994822,11.6424742342757,11.642474234275639,,10.902398377142163
AIRP.PA,2017-05-31,2017-05-31,0,21.4584551803523,21.28000802591264,11.4245386865954,11.424538686595428,,10.695390813019209
AIRP.PA,2017-06-30,2017-06-30,0,21.3991230462131,21.221169293920696,11.3626171019072,11.362617101907208,,10.665818303796934
AIRP.PA,2017-07-31,2017-07-31,0,19.815444689546,19.980739230261452,9.82565373738804,9.825653737388036,,9.534592221985328
AIRP.PA,2017-08-31,2017-08-31,0,19.5956977137218,19.75915919054174,9.71673333845458,9.716733338454592,,9.428856628376307
AIRP.PA,2017-09-30,2017-09-29,1,21.5638662798001,21.743745632807123,10.6930696216411,10.693069621641056,,10.375879770924643
AIRP.PA,2017-10-31,2017-10-31,0,22.9740663142049,23.16570913609641,11.4187821947136,11.418782194713568,,11.054425344347436
AIRP.PA,2017-11-30,2017-11-30,0,22.1017664495759,22.286132805711965,10.9894245945623,10.989424594562248,,10.634701051783502
AIRP.PA,2017-12-31,2017-12-29,2,22.0807471757294,22.26493819523589,10.9804769187514,10.980476918751371,,10.624587213358188
AIRP.PA,2018-01-31,2018-01-31,0,22.8164217603563,23.006749558231117,11.3495604550558,11.349560455055745,,10.978571556494131
AIRP.PA,2018-02-28,2018-02-28,0,21.6813809726463,20.018532428732318,10.7861146464135,10.388798199518101,,10.389167383355217
AIRP.PA,2018-03-31,2018-03-29,2,19.0493326985146,19.306287988593038,10.0206068600564,10.020606860056395,,10.019528563286142
AIRP.PA,2018-04-30,2018-04-30,0,20.6903940296995,20.969485496161518,10.8848856016573,10.884885601657263,,10.882690603721608
AIRP.PA,2018-05-31,2018-05-31,0,20.1829479938022,20.455194551729125,10.6225910088857,10.62259100888573,,10.615785188728092
AIRP.PA,2018-06-30,2018-06-29,1,20.623372855147,20.901560277114783,10.8411591925952,10.841159192595205,,10.847438945152735
AIRP.PA,2018-07-31,2018-07-31,0,20.2581599691252,20.240267326096905,10.5854590965419,10.769480052704099,,10.788985226306522
AIRP.PA,2018-08-31,2018-08-31,0,20.0731539420099,20.055424702186183,10.4888828949032,10.671224939947159,,10.690455680899124
AIRP.PA,2018-09-30,2018-09-28,2,20.9611828721633,20.94266929725288,10.9530822900998,11.143494123688138,,11.163397499012
AIRP.PA,2018-10-31,2018-10-31,0,19.7956449013369,19.7781607663201,10.3445150462733,10.524347355149823,,10.542661362788028
AIRP.PA,2018-11-30,2018-11-30,0,19.7493933945581,19.731950110219408,10.3209992219877,10.500422724365576,,10.518028976370609
AIRP.PA,2018-12-31,2018-12-31,0,20.0639036406541,20.046182571064456,10.4856739775405,10.667960237754023,,10.685529203668096
AIRP.PA,2019-01-31,2019-01-31,0,19.6013885728659,19.584076011041624,10.2698327010744,10.448366708531404,,10.439205340018463
AIRP.PA,2019-02-28,2019-02-28,0,20.2859108731925,22.241337755501497,10.6288586460092,10.33900614209336,,10.324248320837405
AIRP.PA,2019-03-31,2019-03-29,2,22.9961273001529,22.99184345287109,10.3212955255174,10.688423989230195,,10.672626969236392
AIRP.PA,2019-04-30,2019-04-30,0,24.0510885878529,24.046608216274883,10.7956852946421,11.179687801609433,,11.162240204607382
AIRP.PA,2019-05-31,2019-05-31,0,22.6208045343365,22.616590604186293,10.1554347992113,10.516663597180749,,10.498437645036898
AIRP.PA,2019-06-30,2019-06-28,2,24.9640358560548,24.959385415727365,11.183195436371,11.58098167839891,,11.585943966150005
AIRP.PA,2019-07-31,2019-07-31,0,25.1643546926091,25.15087633956787,10.9275720722557,11.570398182328411,,11.582408123245088
AIRP.PA,2019-08-31,2019-08-30,1,25.4965241745516,25.482867907146147,11.0729280843561,11.724304917244133,,11.735295910424021
AIRP.PA,2019-09-30,2019-09-30,0,26.291717782838,26.277635599511523,11.4189306131545,12.09066141471839,,12.101300007134698
AIRP.PA,2019-10-31,2019-10-31,0,26.3742542288044,26.36012783794496,11.4859947484301,12.16167066945144,,12.139289091874183
AIRP.PA,2019-11-30,2019-11-29,1,27.2489671104482,27.23437221213485,11.8671961882646,12.5652966915355,,12.541893558001197
AIRP.PA,2019-12-31,2019-12-31,0,27.9465229527717,27.931554434607023,12.1720356448377,12.888068655052543,,12.862957879097632
AIRP.PA,2020-01-31,2020-01-31,0,28.9541036139057,28.938595422384335,12.6118385980061,13.353743487144593,,13.326717453905081
AIRP.PA,2020-02-29,2020-02-28,1,27.2157501655756,27.278024086885527,11.8546459938428,13.06034763490566,,13.082530741021655
AIRP.PA,2020-03-31,2020-03-31,0,24.6536085901316,25.890817817280425,11.7157241343215,12.400457157625786,,12.417227102882709
AIRP.PA,2020-04-30,2020-04-30,0,24.5373678295266,25.768743665402628,11.660790756462,12.342313163207546,,12.35868038265332
AIRP.PA,2020-05-31,2020-05-29,2,25.8054488543083,27.100461684373926,12.2663855996562,12.983302386051212,,12.997371875338839
AIRP.PA,2020-06-30,2020-06-30,0,27.1369339303291,28.49876560405208,12.9003571554688,13.65432681671159,,13.66799794254271
AIRP.PA,2020-07-31,2020-07-31,0,29.2671349281532,30.74887299570637,13.4696030578981,14.22079636052241,,14.238880425478182
AIRP.PA,2020-08-31,2020-08-31,0,29.1518274481354,30.627727722297294,13.4181581195969,14.16648236268477,,14.182781684479624
AIRP.PA,2020-09-30,2020-09-30,0,28.4075700771114,29.84579004949268,13.0766004337769,13.805876168534953,,13.82068981123288
AIRP.PA,2020-10-31,2020-10-30,1,26.3110704404242,27.64314871737468,12.1126323337545,12.788148029885729,,12.800712703368678
AIRP.PA,2020-11-30,2020-11-30,0,28.8583174989992,30.31935793601932,13.2854011598463,14.026321610958087,,14.039984889479838
AIRP.PA,2020-12-31,2020-12-31,0,28.1455076225255,29.570459882944615,12.9576728745236,13.680316076338833,,13.693192672734426
AIRP.PA,2021-01-31,2021-01-29,2,28.3027450952771,29.73565798292676,13.0314858138539,13.758245527895518,,13.76969095585818
AIRP.PA,2021-02-28,2021-02-26,2,26.1433504694892,24.166630753880316,12.037776646131,12.009142078010003,,12.025962346295048
AIRP.PA,2021-03-31,2021-03-31,0,27.1294258684304,26.99608391359301,12.6757199155925,13.415605083682347,,13.433973976292203
AIRP.PA,2021-04-30,2021-04-30,0,27.2891252884743,27.15499840613253,12.7510994263826,13.495384516716118,,13.513054081542453
AIRP.PA,2021-05-31,2021-05-31,0,27.086579682565,26.953448318079385,12.6572691653226,13.39607735817509,,13.412757362711245
AIRP.PA,2021-06-30,2021-06-30,0,28.7575809313169,28.616236544752333,13.4398346419387,14.224321391359329,,14.240205293185412
AIRP.PA,2021-07-31,2021-07-30,1,26.8097784442404,26.602540361726238,13.2484405875422,13.944985050921428,,13.973504525759445
AIRP.PA,2021-08-31,2021-08-31,0,27.7681850416467,27.553538529817377,13.7174114284515,14.438612306339584,,14.473034909892586
AIRP.PA,2021-09-30,2021-09-30,0,25.3465622649941,25.150634761469743,12.5218316368776,13.180174212398121,,13.210862717860948
AIRP.PA,2021-10-31,2021-10-29,2,26.3817877118108,26.177857973700622,13.0343511591097,13.71963974636849,,13.750431796975088
AIRP.PA,2021-11-30,2021-11-30,0,26.670772907212,26.46460932973481,13.1781702828409,13.871020244112097,,13.90105355402639
AIRP.PA,2021-12-31,2021-12-31,0,28.0425380752554,27.82577083000272,13.8569812746248,14.585520118288033,,14.616030248945648
AIRP.PA,2022-01-31,2022-01-31,0,27.6877081517881,27.473683721880132,13.722189686087,14.443641783647166,,14.431089610498542
AIRP.PA,2022-02-28,2022-02-28,0,27.1975307317406,27.284422643662595,13.4801351915588,13.240243682426971,,13.212481968168943
AIRP.PA,2022-03-31,2022-03-31,0,29.3055914592624,29.15965330552182,13.5602920515124,14.150632023558062,,14.12056243699746
